Responsibility Key,Responsibility,Requirement Key,Requirement,bert_score_precision,soft_similarity,word_movers_distance,deberta_entailment_score,bert_score_precision_cat,soft_similarity_cat,word_movers_distance_cat,deberta_entailment_score_cat
0.responsibilities.6,"Collaborated with the engineering services research team to pioneer the engineering services tracker, authored influential publications on market forecasts, the impact of COVID-19 on services, and trends in M&A within the engineering services industry.",1.down_to_earth.7,Advanced proficiency with Microsoft PowerPoint and Excel,0.8067260384559631,0.11457207053899765,6.708203932499369,0.0016733099473640323,Medium,Low,Medium,Low
0.responsibilities.6,"Collaborated with the engineering services research team to pioneer the engineering services tracker, authored influential publications on market forecasts, the impact of COVID-19 on services, and trends in M&A within the engineering services industry.",1.down_to_earth.8,Insurance or financial services industry experience a plus (not required),0.7973717451095581,0.26037412881851196,6.082762530298219,0.002929834183305502,Medium,Medium,Medium,Low
0.responsibilities.6,"Collaborated with the engineering services research team to pioneer the engineering services tracker, authored influential publications on market forecasts, the impact of COVID-19 on services, and trends in M&A within the engineering services industry.",1.down_to_earth.9,Ability to independently navigate and decipher an ambiguous environment,0.8208102583885193,0.006211722269654274,6.782329983125268,0.03268205747008324,Medium,Low,Medium,Low
0.responsibilities.6,"Collaborated with the engineering services research team to pioneer the engineering services tracker, authored influential publications on market forecasts, the impact of COVID-19 on services, and trends in M&A within the engineering services industry.",1.down_to_earth.10,Excited about contributing to a dynamic and high-performing team culture,0.8312661647796631,0.2116435170173645,6.708203932499369,0.0023337318561971188,Medium,Medium,Medium,Low
0.responsibilities.6,"Collaborated with the engineering services research team to pioneer the engineering services tracker, authored influential publications on market forecasts, the impact of COVID-19 on services, and trends in M&A within the engineering services industry.",2.other.0,Insurance or financial services industry experience a plus (not required),0.7973717451095581,0.26037412881851196,6.082762530298219,0.002929834183305502,Medium,Medium,Medium,Low
0.responsibilities.7,"Collaborated with analyst teams across the globe (US, Canada, Latin America, Europe, MEA, APAC) to ensure data quality, meeting deadlines, sharing knowledge/best practices/methodology, and procure new tools.",0.pie_in_the_sky.0,Top-tier strategy consulting experience,0.7923061847686768,0.3486328125,5.196152422706632,0.11646296083927155,Medium,Medium,Medium,Low
0.responsibilities.7,"Collaborated with analyst teams across the globe (US, Canada, Latin America, Europe, MEA, APAC) to ensure data quality, meeting deadlines, sharing knowledge/best practices/methodology, and procure new tools.",0.pie_in_the_sky.1,"Motivated by high impact, high visibility work",0.8013486862182617,0.2083708643913269,5.5677643628300215,0.01418503187596798,Medium,Medium,Medium,Low
0.responsibilities.7,"Collaborated with analyst teams across the globe (US, Canada, Latin America, Europe, MEA, APAC) to ensure data quality, meeting deadlines, sharing knowledge/best practices/methodology, and procure new tools.",1.down_to_earth.0,"Bachelor's degree and MBA degree required, as well as demonstrated record of success",0.79681396484375,0.1825389862060547,5.744562646538029,0.0004386416694615036,Medium,Low,Medium,Low
0.responsibilities.7,"Collaborated with analyst teams across the globe (US, Canada, Latin America, Europe, MEA, APAC) to ensure data quality, meeting deadlines, sharing knowledge/best practices/methodology, and procure new tools.",1.down_to_earth.1,3-5 years of work experience preferred,0.7828420996665955,0.19948270916938782,5.196152422706632,0.002396372379735112,Medium,Low,Medium,Low
0.responsibilities.7,"Collaborated with analyst teams across the globe (US, Canada, Latin America, Europe, MEA, APAC) to ensure data quality, meeting deadlines, sharing knowledge/best practices/methodology, and procure new tools.",1.down_to_earth.2,Strong critical thinking skills with ability to elevate thinking and apply judgment to how components fit into the broader picture,0.8022103309631348,0.14608855545520782,6.164414002968976,0.08856281638145447,Medium,Low,Medium,Low
0.responsibilities.7,"Collaborated with analyst teams across the globe (US, Canada, Latin America, Europe, MEA, APAC) to ensure data quality, meeting deadlines, sharing knowledge/best practices/methodology, and procure new tools.",1.down_to_earth.3,Ability to leverage experience and analysis to gain support and influence others,0.8139020204544067,0.3826824426651001,5.477225575051661,0.45850858092308044,Medium,Medium,Medium,Medium
0.responsibilities.7,"Collaborated with analyst teams across the globe (US, Canada, Latin America, Europe, MEA, APAC) to ensure data quality, meeting deadlines, sharing knowledge/best practices/methodology, and procure new tools.",1.down_to_earth.4,"Strong quantitative, analytical, and written and oral communication skills",0.8028255701065063,0.28089815378189087,5.477225575051661,0.013773731887340546,Medium,Medium,Medium,Low
0.responsibilities.7,"Collaborated with analyst teams across the globe (US, Canada, Latin America, Europe, MEA, APAC) to ensure data quality, meeting deadlines, sharing knowledge/best practices/methodology, and procure new tools.",1.down_to_earth.5,"Strong leadership skills and ability to work independently and as a member of a team, and coach junior team members",0.8100208044052124,0.19790345430374146,6.082762530298219,0.0072257076390087605,Medium,Low,Medium,Low
0.responsibilities.7,"Collaborated with analyst teams across the globe (US, Canada, Latin America, Europe, MEA, APAC) to ensure data quality, meeting deadlines, sharing knowledge/best practices/methodology, and procure new tools.",1.down_to_earth.6,"Ability to manage multiple priorities, including project work and department responsibilities",0.8146011829376221,0.24697154760360718,5.656854249492381,0.6835116744041443,Medium,Medium,Medium,Medium
0.responsibilities.7,"Collaborated with analyst teams across the globe (US, Canada, Latin America, Europe, MEA, APAC) to ensure data quality, meeting deadlines, sharing knowledge/best practices/methodology, and procure new tools.",1.down_to_earth.7,Advanced proficiency with Microsoft PowerPoint and Excel,0.7935338020324707,0.3375299572944641,5.291502622129181,0.00328622804954648,Medium,Medium,Medium,Low
0.responsibilities.7,"Collaborated with analyst teams across the globe (US, Canada, Latin America, Europe, MEA, APAC) to ensure data quality, meeting deadlines, sharing knowledge/best practices/methodology, and procure new tools.",1.down_to_earth.8,Insurance or financial services industry experience a plus (not required),0.7720455527305603,0.18507316708564758,5.477225575051661,0.002059960039332509,Medium,Low,Medium,Low
0.responsibilities.7,"Collaborated with analyst teams across the globe (US, Canada, Latin America, Europe, MEA, APAC) to ensure data quality, meeting deadlines, sharing knowledge/best practices/methodology, and procure new tools.",1.down_to_earth.9,Ability to independently navigate and decipher an ambiguous environment,0.8016877174377441,0.025148961693048477,5.385164807134504,0.005669590551406145,Medium,Low,Medium,Low
0.responsibilities.7,"Collaborated with analyst teams across the globe (US, Canada, Latin America, Europe, MEA, APAC) to ensure data quality, meeting deadlines, sharing knowledge/best practices/methodology, and procure new tools.",1.down_to_earth.10,Excited about contributing to a dynamic and high-performing team culture,0.8074494004249573,0.2702314555644989,5.477225575051661,0.001870511332526803,Medium,Medium,Medium,Low
0.responsibilities.7,"Collaborated with analyst teams across the globe (US, Canada, Latin America, Europe, MEA, APAC) to ensure data quality, meeting deadlines, sharing knowledge/best practices/methodology, and procure new tools.",2.other.0,Insurance or financial services industry experience a plus (not required),0.7720455527305603,0.18507316708564758,5.477225575051661,0.002059960039332509,Medium,Low,Medium,Low
1.responsibilities.0,"Full P&L management including budgeting, HR, vendors, partnerships, research, and business development: expanded the programs' bookings by more than 50%.",0.pie_in_the_sky.0,Top-tier strategy consulting experience,0.8201956748962402,0.4120180606842041,4.123105625617661,0.023033032193779945,Medium,Medium,Medium,Low
1.responsibilities.0,"Full P&L management including budgeting, HR, vendors, partnerships, research, and business development: expanded the programs' bookings by more than 50%.",0.pie_in_the_sky.1,"Motivated by high impact, high visibility work",0.8163050413131714,0.14905431866645813,4.58257569495584,0.00956118106842041,Medium,Low,Medium,Low
1.responsibilities.0,"Full P&L management including budgeting, HR, vendors, partnerships, research, and business development: expanded the programs' bookings by more than 50%.",1.down_to_earth.0,"Bachelor's degree and MBA degree required, as well as demonstrated record of success",0.8166451454162598,0.2768561840057373,4.795831523312719,0.000305524212308228,Medium,Medium,Medium,Low
1.responsibilities.0,"Full P&L management including budgeting, HR, vendors, partnerships, research, and business development: expanded the programs' bookings by more than 50%.",1.down_to_earth.1,3-5 years of work experience preferred,0.8087613582611084,0.2114902138710022,4.123105625617661,0.002433443209156394,Medium,Medium,Medium,Low
1.responsibilities.0,"Full P&L management including budgeting, HR, vendors, partnerships, research, and business development: expanded the programs' bookings by more than 50%.",1.down_to_earth.2,Strong critical thinking skills with ability to elevate thinking and apply judgment to how components fit into the broader picture,0.8284392356872559,0.05173798277974129,5.291502622129181,0.09002542495727539,Medium,Low,Medium,Low
1.responsibilities.0,"Full P&L management including budgeting, HR, vendors, partnerships, research, and business development: expanded the programs' bookings by more than 50%.",1.down_to_earth.3,Ability to leverage experience and analysis to gain support and influence others,0.8337476849555969,0.19917967915534973,4.47213595499958,0.17205721139907837,Medium,Low,Medium,Low
1.responsibilities.0,"Full P&L management including budgeting, HR, vendors, partnerships, research, and business development: expanded the programs' bookings by more than 50%.",1.down_to_earth.4,"Strong quantitative, analytical, and written and oral communication skills",0.8348424434661865,0.07346072047948837,4.47213595499958,0.06564203649759293,Medium,Low,Medium,Low
1.responsibilities.0,"Full P&L management including budgeting, HR, vendors, partnerships, research, and business development: expanded the programs' bookings by more than 50%.",1.down_to_earth.5,"Strong leadership skills and ability to work independently and as a member of a team, and coach junior team members",0.831115186214447,0.11012180149555206,5.196152422706632,0.00912487879395485,Medium,Low,Medium,Low
1.responsibilities.0,"Full P&L management including budgeting, HR, vendors, partnerships, research, and business development: expanded the programs' bookings by more than 50%.",1.down_to_earth.6,"Ability to manage multiple priorities, including project work and department responsibilities",0.8439211845397949,0.28364020586013794,4.47213595499958,0.8293884992599487,Medium,Medium,Medium,High
1.responsibilities.0,"Full P&L management including budgeting, HR, vendors, partnerships, research, and business development: expanded the programs' bookings by more than 50%.",1.down_to_earth.7,Advanced proficiency with Microsoft PowerPoint and Excel,0.8181887865066528,0.2086547315120697,4.242640687119285,0.002656626282259822,Medium,Medium,Medium,Low
1.responsibilities.0,"Full P&L management including budgeting, HR, vendors, partnerships, research, and business development: expanded the programs' bookings by more than 50%.",1.down_to_earth.8,Insurance or financial services industry experience a plus (not required),0.789280116558075,0.3191293776035309,4.47213595499958,0.00169566145632416,Medium,Medium,Medium,Low
1.responsibilities.0,"Full P&L management including budgeting, HR, vendors, partnerships, research, and business development: expanded the programs' bookings by more than 50%.",1.down_to_earth.9,Ability to independently navigate and decipher an ambiguous environment,0.8234368562698364,-0.067242830991745,4.358898943540674,0.18082819879055023,Medium,Low,Medium,Low
1.responsibilities.0,"Full P&L management including budgeting, HR, vendors, partnerships, research, and business development: expanded the programs' bookings by more than 50%.",1.down_to_earth.10,Excited about contributing to a dynamic and high-performing team culture,0.8217133283615112,0.15425482392311096,4.47213595499958,0.002445358084514737,Medium,Low,Medium,Low
1.responsibilities.0,"Full P&L management including budgeting, HR, vendors, partnerships, research, and business development: expanded the programs' bookings by more than 50%.",2.other.0,Insurance or financial services industry experience a plus (not required),0.789280116558075,0.3191293776035309,4.47213595499958,0.00169566145632416,Medium,Medium,Medium,Low
1.responsibilities.1,"Expanded and managed a global research team of more than 15 (US, India, and Mexico).",0.pie_in_the_sky.0,Top-tier strategy consulting experience,0.8171963691711426,0.2985864281654358,3.4641016151377544,0.07034198939800262,Medium,Medium,High,Low
1.responsibilities.1,"Expanded and managed a global research team of more than 15 (US, India, and Mexico).",0.pie_in_the_sky.1,"Motivated by high impact, high visibility work",0.8217124938964844,0.24356332421302795,4.0,0.0019066211534664035,Medium,Medium,High,Low
1.responsibilities.1,"Expanded and managed a global research team of more than 15 (US, India, and Mexico).",1.down_to_earth.0,"Bachelor's degree and MBA degree required, as well as demonstrated record of success",0.8201833963394165,0.1305595487356186,4.242640687119285,0.0003400247369427234,Medium,Low,Medium,Low
1.responsibilities.1,"Expanded and managed a global research team of more than 15 (US, India, and Mexico).",1.down_to_earth.1,3-5 years of work experience preferred,0.8152722120285034,0.22942817211151123,3.4641016151377544,0.0027253362350165844,Medium,Medium,High,Low
1.responsibilities.1,"Expanded and managed a global research team of more than 15 (US, India, and Mexico).",1.down_to_earth.2,Strong critical thinking skills with ability to elevate thinking and apply judgment to how components fit into the broader picture,0.824798047542572,0.1229322999715805,4.795831523312719,0.1328851878643036,Medium,Low,Medium,Low
1.responsibilities.1,"Expanded and managed a global research team of more than 15 (US, India, and Mexico).",1.down_to_earth.3,Ability to leverage experience and analysis to gain support and influence others,0.8294605016708374,0.28496167063713074,3.872983346207417,0.12471872568130493,Medium,Medium,High,Low
1.responsibilities.1,"Expanded and managed a global research team of more than 15 (US, India, and Mexico).",1.down_to_earth.4,"Strong quantitative, analytical, and written and oral communication skills",0.8218491077423096,0.15870776772499084,3.872983346207417,0.007500619161874056,Medium,Low,High,Low
1.responsibilities.1,"Expanded and managed a global research team of more than 15 (US, India, and Mexico).",1.down_to_earth.5,"Strong leadership skills and ability to work independently and as a member of a team, and coach junior team members",0.8399209976196289,0.2375941127538681,4.242640687119285,0.008518927730619907,Medium,Medium,Medium,Low
1.responsibilities.1,"Expanded and managed a global research team of more than 15 (US, India, and Mexico).",1.down_to_earth.6,"Ability to manage multiple priorities, including project work and department responsibilities",0.8393805027008057,0.20561659336090088,4.123105625617661,0.22989299893379211,Medium,Medium,Medium,Medium
1.responsibilities.1,"Expanded and managed a global research team of more than 15 (US, India, and Mexico).",1.down_to_earth.7,Advanced proficiency with Microsoft PowerPoint and Excel,0.8171406984329224,0.14898358285427094,3.605551275463989,0.004627385176718235,Medium,Low,High,Low
1.responsibilities.1,"Expanded and managed a global research team of more than 15 (US, India, and Mexico).",1.down_to_earth.8,Insurance or financial services industry experience a plus (not required),0.797099232673645,0.049107447266578674,3.872983346207417,0.007933240383863449,Medium,Low,High,Low
1.responsibilities.1,"Expanded and managed a global research team of more than 15 (US, India, and Mexico).",1.down_to_earth.9,Ability to independently navigate and decipher an ambiguous environment,0.8284165263175964,0.003299864474684,3.7416573867739413,0.1634906679391861,Medium,Low,High,Low
1.responsibilities.1,"Expanded and managed a global research team of more than 15 (US, India, and Mexico).",1.down_to_earth.10,Excited about contributing to a dynamic and high-performing team culture,0.8359538912773132,0.2979440987110138,3.605551275463989,0.0009837998077273369,Medium,Medium,High,Low
1.responsibilities.1,"Expanded and managed a global research team of more than 15 (US, India, and Mexico).",2.other.0,Insurance or financial services industry experience a plus (not required),0.797099232673645,0.049107447266578674,3.872983346207417,0.007933240383863449,Medium,Low,High,Low
1.responsibilities.2,Led an external software development team to build and implement new tools.,0.pie_in_the_sky.0,Top-tier strategy consulting experience,0.8524618148803711,0.2607131600379944,3.605551275463989,0.04894103854894638,High,Medium,High,Low
1.responsibilities.2,Led an external software development team to build and implement new tools.,0.pie_in_the_sky.1,"Motivated by high impact, high visibility work",0.8598570823669434,0.23126141726970673,4.123105625617661,0.004901667591184378,High,Medium,Medium,Low
1.responsibilities.2,Led an external software development team to build and implement new tools.,1.down_to_earth.0,"Bachelor's degree and MBA degree required, as well as demonstrated record of success",0.8474587798118591,0.0731169804930687,4.358898943540674,0.0002063997380901128,Medium,Low,Medium,Low
1.responsibilities.2,Led an external software development team to build and implement new tools.,1.down_to_earth.1,3-5 years of work experience preferred,0.847571074962616,0.13185928761959076,3.605551275463989,0.0010426524095237255,Medium,Low,High,Low
1.responsibilities.2,Led an external software development team to build and implement new tools.,1.down_to_earth.2,Strong critical thinking skills with ability to elevate thinking and apply judgment to how components fit into the broader picture,0.860104501247406,0.10417148470878601,4.898979485566356,0.039526693522930145,High,Low,Medium,Low
1.responsibilities.2,Led an external software development team to build and implement new tools.,1.down_to_earth.3,Ability to leverage experience and analysis to gain support and influence others,0.8771106004714966,0.2758457362651825,4.0,0.12347181886434555,High,Medium,High,Low
1.responsibilities.2,Led an external software development team to build and implement new tools.,1.down_to_earth.4,"Strong quantitative, analytical, and written and oral communication skills",0.8470399379730225,0.09576328098773956,4.0,0.015961000695824623,Medium,Low,High,Low
1.responsibilities.2,Led an external software development team to build and implement new tools.,1.down_to_earth.5,"Strong leadership skills and ability to work independently and as a member of a team, and coach junior team members",0.8580809831619263,0.1835813671350479,4.358898943540674,0.005008036736398935,High,Low,Medium,Low
1.responsibilities.2,Led an external software development team to build and implement new tools.,1.down_to_earth.6,"Ability to manage multiple priorities, including project work and department responsibilities",0.8724713921546936,0.22565963864326477,4.242640687119285,0.21971696615219116,High,Medium,Medium,Medium
1.responsibilities.2,Led an external software development team to build and implement new tools.,1.down_to_earth.7,Advanced proficiency with Microsoft PowerPoint and Excel,0.8546419739723206,0.17125844955444336,3.7416573867739413,0.009791083633899689,High,Low,High,Low
1.responsibilities.2,Led an external software development team to build and implement new tools.,1.down_to_earth.8,Insurance or financial services industry experience a plus (not required),0.8165384531021118,0.10708093643188477,4.0,0.0025304800365120173,Medium,Low,High,Low
1.responsibilities.2,Led an external software development team to build and implement new tools.,1.down_to_earth.9,Ability to independently navigate and decipher an ambiguous environment,0.8742285966873169,0.06388022750616074,3.872983346207417,0.1800021231174469,High,Low,High,Low
1.responsibilities.2,Led an external software development team to build and implement new tools.,1.down_to_earth.10,Excited about contributing to a dynamic and high-performing team culture,0.8663779497146606,0.24526023864746094,3.7416573867739413,0.002146937185898423,High,Medium,High,Low
1.responsibilities.2,Led an external software development team to build and implement new tools.,2.other.0,Insurance or financial services industry experience a plus (not required),0.8165384531021118,0.10708093643188477,4.0,0.0025304800365120173,Medium,Low,High,Low
1.responsibilities.3,"Championed new technology projects using ML, NLP, chatbot, ontology, web-scraping, API, UX (User Experience).",0.pie_in_the_sky.0,Top-tier strategy consulting experience,0.8092985153198242,0.25145232677459717,4.0,0.011006317101418972,Medium,Medium,High,Low
1.responsibilities.3,"Championed new technology projects using ML, NLP, chatbot, ontology, web-scraping, API, UX (User Experience).",0.pie_in_the_sky.1,"Motivated by high impact, high visibility work",0.8034823536872864,0.22946010529994965,4.69041575982343,0.10893314331769943,Medium,Medium,Medium,Low
1.responsibilities.3,"Championed new technology projects using ML, NLP, chatbot, ontology, web-scraping, API, UX (User Experience).",1.down_to_earth.0,"Bachelor's degree and MBA degree required, as well as demonstrated record of success",0.7960630655288696,0.11515168845653534,4.898979485566356,0.000336025666911155,Medium,Low,Medium,Low
1.responsibilities.3,"Championed new technology projects using ML, NLP, chatbot, ontology, web-scraping, API, UX (User Experience).",1.down_to_earth.1,3-5 years of work experience preferred,0.788041889667511,0.1660318672657013,4.0,0.0012639588676393032,Medium,Low,High,Low
1.responsibilities.3,"Championed new technology projects using ML, NLP, chatbot, ontology, web-scraping, API, UX (User Experience).",1.down_to_earth.2,Strong critical thinking skills with ability to elevate thinking and apply judgment to how components fit into the broader picture,0.8068169355392456,0.06094537675380707,5.385164807134504,0.08208717405796051,Medium,Low,Medium,Low
1.responsibilities.3,"Championed new technology projects using ML, NLP, chatbot, ontology, web-scraping, API, UX (User Experience).",1.down_to_earth.3,Ability to leverage experience and analysis to gain support and influence others,0.8246238231658936,0.2887706756591797,4.358898943540674,0.5190367698669434,Medium,Medium,Medium,Medium
1.responsibilities.3,"Championed new technology projects using ML, NLP, chatbot, ontology, web-scraping, API, UX (User Experience).",1.down_to_earth.4,"Strong quantitative, analytical, and written and oral communication skills",0.82045978307724,0.1971074342727661,4.58257569495584,0.016598263755440712,Medium,Low,Medium,Low
1.responsibilities.3,"Championed new technology projects using ML, NLP, chatbot, ontology, web-scraping, API, UX (User Experience).",1.down_to_earth.5,"Strong leadership skills and ability to work independently and as a member of a team, and coach junior team members",0.8087471723556519,0.08531183004379272,5.291502622129181,0.019301002845168114,Medium,Low,Medium,Low
1.responsibilities.3,"Championed new technology projects using ML, NLP, chatbot, ontology, web-scraping, API, UX (User Experience).",1.down_to_earth.6,"Ability to manage multiple priorities, including project work and department responsibilities",0.8189111948013306,0.1229405328631401,4.795831523312719,0.2264794409275055,Medium,Low,Medium,Medium
1.responsibilities.3,"Championed new technology projects using ML, NLP, chatbot, ontology, web-scraping, API, UX (User Experience).",1.down_to_earth.7,Advanced proficiency with Microsoft PowerPoint and Excel,0.8134918808937073,0.18468624353408813,4.358898943540674,0.006552519276738167,Medium,Low,Medium,Low
1.responsibilities.3,"Championed new technology projects using ML, NLP, chatbot, ontology, web-scraping, API, UX (User Experience).",1.down_to_earth.8,Insurance or financial services industry experience a plus (not required),0.7754131555557251,0.10103608667850494,4.358898943540674,0.002186661586165428,Medium,Low,Medium,Low
1.responsibilities.3,"Championed new technology projects using ML, NLP, chatbot, ontology, web-scraping, API, UX (User Experience).",1.down_to_earth.9,Ability to independently navigate and decipher an ambiguous environment,0.8062270879745483,0.08231928199529648,4.47213595499958,0.24544061720371246,Medium,Low,Medium,Medium
1.responsibilities.3,"Championed new technology projects using ML, NLP, chatbot, ontology, web-scraping, API, UX (User Experience).",1.down_to_earth.10,Excited about contributing to a dynamic and high-performing team culture,0.8089144229888916,0.1447555422782898,4.58257569495584,0.002199675654992461,Medium,Low,Medium,Low
1.responsibilities.3,"Championed new technology projects using ML, NLP, chatbot, ontology, web-scraping, API, UX (User Experience).",2.other.0,Insurance or financial services industry experience a plus (not required),0.7754131555557251,0.10103608667850494,4.358898943540674,0.002186661586165428,Medium,Low,Medium,Low
1.responsibilities.4,"Led a team to develop automated tools in Python, reducing report preparation time by 40%.",0.pie_in_the_sky.0,Top-tier strategy consulting experience,0.8311302065849304,0.113947294652462,3.872983346207417,0.02813069522380829,Medium,Low,High,Low
1.responsibilities.4,"Led a team to develop automated tools in Python, reducing report preparation time by 40%.",0.pie_in_the_sky.1,"Motivated by high impact, high visibility work",0.8380062580108643,0.15767022967338562,4.358898943540674,0.0038341120816767216,Medium,Low,Medium,Low
1.responsibilities.4,"Led a team to develop automated tools in Python, reducing report preparation time by 40%.",1.down_to_earth.0,"Bachelor's degree and MBA degree required, as well as demonstrated record of success",0.833152174949646,0.014632219448685646,4.58257569495584,0.00031247438164427876,Medium,Low,Medium,Low
1.responsibilities.4,"Led a team to develop automated tools in Python, reducing report preparation time by 40%.",1.down_to_earth.1,3-5 years of work experience preferred,0.8301746845245361,0.1199057549238205,3.872983346207417,0.0052442364394664764,Medium,Low,High,Low
1.responsibilities.4,"Led a team to develop automated tools in Python, reducing report preparation time by 40%.",1.down_to_earth.2,Strong critical thinking skills with ability to elevate thinking and apply judgment to how components fit into the broader picture,0.8386154174804688,0.10108450055122375,5.0990195135927845,0.08281246572732925,Medium,Low,Medium,Low
1.responsibilities.4,"Led a team to develop automated tools in Python, reducing report preparation time by 40%.",1.down_to_earth.3,Ability to leverage experience and analysis to gain support and influence others,0.855276346206665,0.16637492179870605,4.242640687119285,0.18657632172107697,High,Low,Medium,Low
1.responsibilities.4,"Led a team to develop automated tools in Python, reducing report preparation time by 40%.",1.down_to_earth.4,"Strong quantitative, analytical, and written and oral communication skills",0.8294692635536194,0.13205307722091675,4.242640687119285,0.023068638518452644,Medium,Low,Medium,Low
1.responsibilities.4,"Led a team to develop automated tools in Python, reducing report preparation time by 40%.",1.down_to_earth.5,"Strong leadership skills and ability to work independently and as a member of a team, and coach junior team members",0.842182993888855,0.13446305692195892,4.58257569495584,0.03169487044215202,Medium,Low,Medium,Low
1.responsibilities.4,"Led a team to develop automated tools in Python, reducing report preparation time by 40%.",1.down_to_earth.6,"Ability to manage multiple priorities, including project work and department responsibilities",0.8475327491760254,0.2738882899284363,4.47213595499958,0.1438772827386856,Medium,Medium,Medium,Low
1.responsibilities.4,"Led a team to develop automated tools in Python, reducing report preparation time by 40%.",1.down_to_earth.7,Advanced proficiency with Microsoft PowerPoint and Excel,0.8414475321769714,0.24977871775627136,4.0,0.0018077088752761483,Medium,Medium,High,Low
1.responsibilities.4,"Led a team to develop automated tools in Python, reducing report preparation time by 40%.",1.down_to_earth.8,Insurance or financial services industry experience a plus (not required),0.8067542910575867,0.030404888093471527,4.242640687119285,0.002949129557237029,Medium,Low,Medium,Low
1.responsibilities.4,"Led a team to develop automated tools in Python, reducing report preparation time by 40%.",1.down_to_earth.9,Ability to independently navigate and decipher an ambiguous environment,0.8470257520675659,0.009011892601847649,4.123105625617661,0.1524490863084793,Medium,Low,Medium,Low
1.responsibilities.4,"Led a team to develop automated tools in Python, reducing report preparation time by 40%.",1.down_to_earth.10,Excited about contributing to a dynamic and high-performing team culture,0.8438549041748047,0.224870502948761,4.0,0.00552717549726367,Medium,Medium,High,Low
1.responsibilities.4,"Led a team to develop automated tools in Python, reducing report preparation time by 40%.",2.other.0,Insurance or financial services industry experience a plus (not required),0.8067542910575867,0.030404888093471527,4.242640687119285,0.002949129557237029,Medium,Low,Medium,Low
1.responsibilities.5,First in IDC to implement ML (machine learning). First to launch a chatbot. First to implement API (application programming interface). First to build an ontology.,0.pie_in_the_sky.0,Top-tier strategy consulting experience,0.8100233674049377,0.19659006595611572,4.47213595499958,0.015930116176605225,Medium,Low,Medium,Low
1.responsibilities.5,First in IDC to implement ML (machine learning). First to launch a chatbot. First to implement API (application programming interface). First to build an ontology.,0.pie_in_the_sky.1,"Motivated by high impact, high visibility work",0.8098234534263611,0.07770489156246185,4.898979485566356,0.020279457792639732,Medium,Low,Medium,Low
1.responsibilities.5,First in IDC to implement ML (machine learning). First to launch a chatbot. First to implement API (application programming interface). First to build an ontology.,1.down_to_earth.0,"Bachelor's degree and MBA degree required, as well as demonstrated record of success",0.8081510663032532,0.15434394776821136,5.0990195135927845,0.00025179487420246005,Medium,Low,Medium,Low
1.responsibilities.5,First in IDC to implement ML (machine learning). First to launch a chatbot. First to implement API (application programming interface). First to build an ontology.,1.down_to_earth.1,3-5 years of work experience preferred,0.8020598888397217,0.13289426267147064,4.47213595499958,0.0011233498807996511,Medium,Low,Medium,Low
1.responsibilities.5,First in IDC to implement ML (machine learning). First to launch a chatbot. First to implement API (application programming interface). First to build an ontology.,1.down_to_earth.2,Strong critical thinking skills with ability to elevate thinking and apply judgment to how components fit into the broader picture,0.8177623748779297,0.10851925611495972,5.5677643628300215,0.05069343373179436,Medium,Low,Medium,Low
1.responsibilities.5,First in IDC to implement ML (machine learning). First to launch a chatbot. First to implement API (application programming interface). First to build an ontology.,1.down_to_earth.3,Ability to leverage experience and analysis to gain support and influence others,0.826865553855896,0.2361248880624771,4.795831523312719,0.11029113084077835,Medium,Medium,Medium,Low
1.responsibilities.5,First in IDC to implement ML (machine learning). First to launch a chatbot. First to implement API (application programming interface). First to build an ontology.,1.down_to_earth.4,"Strong quantitative, analytical, and written and oral communication skills",0.8109308481216431,0.2001437544822693,4.795831523312719,0.011634031310677528,Medium,Medium,Medium,Low
1.responsibilities.5,First in IDC to implement ML (machine learning). First to launch a chatbot. First to implement API (application programming interface). First to build an ontology.,1.down_to_earth.5,"Strong leadership skills and ability to work independently and as a member of a team, and coach junior team members",0.8189839124679565,0.09005899727344513,5.477225575051661,0.007251241710036993,Medium,Low,Medium,Low
1.responsibilities.5,First in IDC to implement ML (machine learning). First to launch a chatbot. First to implement API (application programming interface). First to build an ontology.,1.down_to_earth.6,"Ability to manage multiple priorities, including project work and department responsibilities",0.8220034837722778,0.13990212976932526,5.0,0.12201473861932755,Medium,Low,Medium,Low
1.responsibilities.5,First in IDC to implement ML (machine learning). First to launch a chatbot. First to implement API (application programming interface). First to build an ontology.,1.down_to_earth.7,Advanced proficiency with Microsoft PowerPoint and Excel,0.813139021396637,0.12654843926429749,4.58257569495584,0.00939878635108471,Medium,Low,Medium,Low
1.responsibilities.5,First in IDC to implement ML (machine learning). First to launch a chatbot. First to implement API (application programming interface). First to build an ontology.,1.down_to_earth.8,Insurance or financial services industry experience a plus (not required),0.7844427824020386,0.10174833983182907,4.795831523312719,0.002718689851462841,Medium,Low,Medium,Low
1.responsibilities.5,First in IDC to implement ML (machine learning). First to launch a chatbot. First to implement API (application programming interface). First to build an ontology.,1.down_to_earth.9,Ability to independently navigate and decipher an ambiguous environment,0.8271970748901367,0.0957041084766388,4.69041575982343,0.14265519380569458,Medium,Low,Medium,Low
1.responsibilities.5,First in IDC to implement ML (machine learning). First to launch a chatbot. First to implement API (application programming interface). First to build an ontology.,1.down_to_earth.10,Excited about contributing to a dynamic and high-performing team culture,0.8183395862579346,0.0569172278046608,4.795831523312719,0.0007679625414311886,Medium,Low,Medium,Low
